limit_balance,age,education_clean,marriage_clean,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_next_month
140000,25,1,2,0,0,0,0,0,0,45068,44158.0,48437.0,50667,52888.0,54060.0,5000.0,5000.0,3000.0,3000.0,2000.0,2000.0,0
50000,38,3,1,0,0,0,0,0,0,44837,45385.0,45763.0,27659,28236.0,28797.0,1871.0,1852.0,990.0,1023.0,1029.0,1137.0,0
310000,24,2,2,0,0,0,0,0,0,165477,167227.0,103601.0,102895,101017.0,95530.0,6000.0,4500.0,4348.0,3407.0,4000.0,4000.0,0
180000,29,2,2,0,0,2,0,0,0,85465,95546.0,93000.0,93526,66726.0,42668.0,11508.0,0.0,2340.0,1850.0,4000.0,0.0,0
130000,38,2,2,0,-1,0,0,0,0,9439,62132.0,48108.0,40918,35111.0,24846.0,63053.0,1478.0,1119.0,1016.0,1026.0,1049.0,0
60000,29,1,2,0,0,0,0,2,2,40851,41891.0,44788.0,47728,48617.0,49669.0,2000.0,3600.0,3700.0,1800.0,2000.0,0.0,0
20000,31,2,1,0,0,0,0,0,0,18490,25404.0,19789.0,19985,19676.0,6971.0,1500.0,2393.0,1000.0,494.0,139.0,19710.0,0
60000,28,1,2,0,0,0,0,2,0,18996,20806.0,22447.0,24337,23808.0,24610.0,2120.0,2000.0,2269.0,0.0,1200.0,2269.0,1
150000,25,2,2,0,0,0,0,0,0,100165,102327.0,101572.0,103062,83567.0,85098.0,5000.0,3500.0,3000.0,3000.0,3100.0,3100.0,0
240000,30,1,2,0,0,0,0,0,0,12876,4420.0,4508.0,8064,4520.0,4476.0,1905.0,3632.0,7100.0,0.0,3500.0,3600.0,0
20000000,50,3,1,0,0,0,0,0,0,141886,141771.0,141129.0,134295,135962.0,112870.0,7000.0,8000.0,4100.0,4200.0,4300.0,4500.0,0
50000,29,2,2,0,0,0,0,0,0,9730,9067.0,9816.0,9889,8765.0,9136.0,1500.0,1091.0,1000.0,1000.0,1000.0,2000.0,0
30000,41,2,1,0,0,0,0,0,0,5413,13938.0,8448.0,8620,8000.0,0.0,9200.0,1000.0,172.0,160.0,0.0,0.0,0
30000,31,1,2,0,0,0,0,0,0,28398,18550.0,13198.0,13222,14620.0,17376.0,2081.0,1196.0,1000.0,2000.0,3000.0,5000.0,0
180000,29,2,1,0,0,-1,0,0,0,3783,2813.0,839.0,1557,51680.0,53115.0,2000.0,839.0,718.0,50824.0,2242.0,1100.0,0
170000,29,2,2,0,0,0,0,0,0,161581,163500.0,166003.0,167287,165510.0,168507.0,6000.0,8000.0,6300.0,6000.0,6500.0,6100.0,0
80000,26,1,2,0,0,0,0,0,0,83593,72883.0,67337.0,60807,59088.0,47829.0,2727.0,3170.0,1940.0,2200.0,1700.0,1708.0,0
20000000,32,1,2,0,0,0,0,0,0,14254,19902.0,17822.0,15022,13051.0,10790.0,10000.0,2000.0,1000.0,2000.0,1790.0,1000.0,0
230000,40,2,2,0,0,0,0,0,0,72742,73256.0,66321.0,66271,62401.0,61510.0,5000.0,4023.0,5000.0,5000.0,5267.0,3000.0,0
20000,21,2,2,0,0,-1,0,0,0,19739,17875.0,19174.0,19158,18762.0,19223.0,1000.0,26299.0,673.0,680.0,772.0,851.0,0
10000000,45,1,1,0,0,0,0,0,0,99626,101446.0,21300.0,20091,19299.0,9346.0,4600.0,1429.0,600.0,600.0,1000.0,1000.0,0
30000,44,2,3,0,0,0,0,0,0,6289,9331.0,12380.0,15158,15760.0,18985.0,3173.0,3222.0,3000.0,1000.0,3500.0,2000.0,1
140000,33,1,2,0,0,0,0,0,0,128891,103523.0,86543.0,68972,47268.0,2299.0,4637.0,2083.0,1503.0,1083.0,1121.0,67243.0,0
20000000,39,1,1,0,0,0,0,0,2,132589,135286.0,139725.0,142605,149894.0,153054.0,4900.0,6600.0,6700.0,11200.0,5700.0,5900.0,1
150000,26,2,2,0,0,0,0,0,0,127487,120586.0,118785.0,117406,106323.0,102179.0,6000.0,4500.0,5400.0,3900.0,4500.0,4000.0,0
170000,29,3,2,0,0,0,0,0,0,116048,117485.0,119050.0,120225,122345.0,124302.0,4200.0,4300.0,4400.0,4518.0,4500.0,5000.0,1
60000,38,2,2,0,0,0,0,-2,-2,57775,51280.0,16299.0,-41,-41.0,-41.0,2000.0,1043.0,0.0,0.0,0.0,17500.0,1
80000,23,2,2,0,0,0,0,0,0,77894,79427.0,79514.0,72712,42309.0,43227.0,2850.0,2874.0,2335.0,1600.0,1600.0,1700.0,0
240000,29,2,2,0,0,0,0,0,0,17486,16262.0,6046.0,3774,889.0,5474.0,5005.0,3000.0,1000.0,18.0,5000.0,2500.0,0
50000,41,3,2,0,0,0,0,0,0,3048,4063.0,5081.0,6090,6211.0,6342.0,1074.0,1092.0,1101.0,222.0,231.0,231.0,1
170000,31,1,2,0,0,-1,0,0,0,18038,26669.0,11709.0,14168,9084.0,0.0,10047.0,11909.0,5000.0,16.0,0.0,0.0,0
190000,37,3,2,0,-1,0,0,0,0,44098,157205.0,91091.0,88145,90414.0,85083.0,164582.0,10056.0,10000.0,5000.0,10000.0,13000.0,0
60000,36,2,1,0,0,0,0,0,-1,59945,57262.0,27275.0,22095,14293.0,12217.0,1805.0,5816.0,1000.0,5000.0,12217.0,8000.0,0
280000,43,2,2,0,0,0,0,0,0,273535,280598.0,141996.0,131471,134963.0,139471.0,12000.0,7300.0,5000.0,6000.0,7000.0,6000.0,0
80000,31,2,1,0,0,0,0,0,0,47464,49665.0,50538.0,53314,27962.0,27873.0,3000.0,2000.0,29000.0,2004.0,2000.0,2000.0,1
140000,24,2,2,0,0,0,0,0,0,34814,35806.0,36823.0,36285,36683.0,37150.0,1887.0,3000.0,1580.0,1294.0,1355.0,5000.0,0
50000,25,1,2,0,0,0,0,0,0,38487,41186.0,41535.0,36973,39581.0,41817.0,5000.0,5000.0,3000.0,4000.0,5000.0,2000.0,0
50000,25,2,2,0,0,0,0,0,0,44894,43924.0,36549.0,32665,20246.0,19968.0,5003.0,5016.0,4000.0,2000.0,2000.0,2000.0,0
240000,46,2,1,0,0,0,0,-2,-2,177221,169897.0,166064.0,0,0.0,0.0,7053.0,6520.0,0.0,0.0,0.0,0.0,1
260000,36,2,1,0,0,0,0,0,0,59127,60344.0,61641.0,60715,57116.0,58318.0,2200.0,2300.0,2200.0,2060.0,2119.0,2293.0,0
80000,41,3,3,0,0,0,0,0,0,69964,52041.0,39864.0,38934,38816.0,38850.0,3082.0,2500.0,2200.0,2000.0,2000.0,2000.0,0
320000,53,2,1,0,0,0,0,0,0,319711,33589.0,34608.0,38544,44486.0,52319.0,3000.0,3000.0,6000.0,8000.0,10000.0,1900.0,0
20000,24,3,2,0,0,0,0,0,-1,18661,17895.0,19598.0,19701,3486.0,199.0,1400.0,2000.0,1000.0,400.0,199.0,0.0,0
10000000,36,2,2,0,0,0,0,-2,-2,2069,3521.0,5399.0,0,0.0,0.0,1500.0,2000.0,0.0,0.0,0.0,1700.0,0
40000,34,1,2,0,0,2,0,0,2,38849,40315.0,38401.0,39224,40364.0,38391.0,3600.0,0.0,2100.0,3226.0,0.0,1531.0,1
350000,34,1,2,0,0,0,0,0,0,259524,213822.0,220211.0,225601,105586.0,111276.0,8432.0,9000.0,9500.0,10000.0,7000.0,10000.0,0
350000,37,2,1,0,0,0,0,0,0,219376,221056.0,224591.0,255247,259512.0,283724.0,7669.0,7957.0,35300.0,9247.0,29459.0,20000.0,0
50000000,32,1,2,0,0,0,0,0,0,65736,65164.0,62901.0,49434,41254.0,28115.0,2425.0,2174.0,1605.0,890.0,995.0,681.0,0
140000,41,1,1,0,0,0,0,0,0,44635,45891.0,48149.0,50341,51897.0,53058.0,2000.0,3000.0,3000.0,3000.0,2000.0,3000.0,0
170000,23,1,2,0,0,0,0,0,0,15639,14431.0,15437.0,13838,14915.0,10090.0,1265.0,3437.0,2115.0,2920.0,1500.0,1053.0,0
130000,25,2,2,0,0,0,0,0,0,14351,10473.0,9429.0,10413,7874.0,7158.0,2000.0,3000.0,3000.0,4000.0,1000.0,2000.0,0
320000,26,2,2,0,0,0,0,0,0,320983,319377.0,319368.0,305308,188120.0,192087.0,14000.0,14033.0,14008.0,7000.0,7000.0,7600.0,0
50000,24,1,1,0,0,2,0,0,0,14345,16927.0,16366.0,17380,17876.0,18097.0,2836.0,0.0,1289.0,785.0,657.0,720.0,1
190000,28,2,1,0,0,0,0,0,0,4639,4718.0,5610.0,7300,4694.0,2250.0,1100.0,1610.0,2310.0,2000.0,1000.0,300.0,0
70000,26,1,2,0,0,0,0,0,0,46222,47650.0,48867.0,47808,43022.0,44077.0,2500.0,2300.0,2300.0,2000.0,1900.0,3000.0,0
420000,32,2,1,0,0,0,0,0,0,89863,16500.0,17493.0,17215,17248.0,17763.0,1782.0,1275.0,1281.0,617.0,793.0,1000.0,0
50000,31,2,1,0,0,0,0,0,0,48509,50724.0,50453.0,19703,19345.0,20106.0,3310.0,2039.0,1237.0,634.0,5000.0,844.0,0
80000,42,3,2,0,0,0,0,0,0,50320,49816.0,49457.0,49071,48242.0,47746.0,1784.0,1898.0,1985.0,1629.0,1655.0,1687.0,0
290000,47,2,1,0,0,0,0,0,0,244377,244394.0,244535.0,244518,243689.0,241125.0,10000.0,10000.0,10000.0,9009.0,9031.0,9000.0,0
380000,44,3,1,0,0,0,0,-1,-1,7234,4772.0,4519.0,3818,4096.0,4058.0,1500.0,2000.0,2023.0,4102.0,4448.0,7274.0,0
130000,43,3,1,0,0,0,0,0,0,32667,33822.0,34975.0,35943,36447.0,37259.0,2000.0,2000.0,1850.0,1400.0,1400.0,1400.0,0
240000,33,1,1,0,0,0,0,0,0,95835,90385.0,85011.0,77329,50673.0,48723.0,4060.0,3181.0,3000.0,1500.0,3042.0,1377.0,0
220000,37,2,1,0,0,0,0,0,0,158494,156004.0,149677.0,152724,142064.0,142649.0,7000.0,7000.0,7100.0,5000.0,5400.0,5600.0,0
240000,37,2,1,0,0,0,0,-1,0,51277,51999.0,52613.0,21696,22807.0,22877.0,10006.0,10000.0,10000.0,22807.0,10000.0,11109.0,0
10000000,32,1,2,0,-1,0,0,0,0,41531,6120.0,104346.0,91025,91120.0,1777.0,6157.0,10000000.0,2017.0,1822.0,1777.0,7748.0,0
140000,25,4,2,0,0,0,0,0,0,91485,78704.0,79449.0,45514,42155.0,42812.0,3009.0,3411.0,1523.0,1352.0,1526.0,1505.0,0
50000,43,2,2,0,0,0,0,0,0,48474,48388.0,38972.0,47584,28055.0,28571.0,2334.0,1918.0,12530.0,1001.0,1035.0,1198.0,0
210000,34,2,1,0,0,2,0,0,0,201223,214479.0,193598.0,178416,143879.0,125004.0,17580.0,0.0,7193.0,3500.0,4881.0,3679.0,1
180000,54,4,1,0,0,0,0,0,0,87695,88545.0,90403.0,92245,94082.0,96050.0,3200.0,3279.0,3343.0,3366.0,3483.0,3507.0,0
50000,23,2,2,0,0,0,0,-2,-2,48784,50371.0,51400.0,0,0.0,0.0,2400.0,2400.0,0.0,0.0,0.0,0.0,0
160000,28,4,1,0,0,0,0,0,0,154412,157364.0,157834.0,159877,155545.0,147330.0,7028.0,5823.0,4764.0,4251.0,4348.0,5000.0,0
380000,40,1,1,0,0,0,0,0,0,231759,233357.0,236292.0,237176,236379.0,239221.0,10000.0,9000.0,10021.0,10000.0,10000.0,10000.0,0
90000,34,3,2,0,0,0,0,0,0,74012,76777.0,78594.0,39209,40057.0,40744.0,4600.0,4300.0,2700.0,1500.0,1400.0,2000.0,0
180000,46,1,1,0,0,0,0,0,0,178517,130975.0,135592.0,107315,56274.0,57608.0,5000.0,7000.0,5200.0,2000.0,2060.0,2000.0,0
130000,39,2,1,0,0,0,0,0,0,103566,105797.0,102729.0,104761,87660.0,92123.0,3969.0,3823.0,3836.0,3345.0,9116.0,0.0,1
190000,54,3,2,0,0,0,0,0,0,142032,40883.0,42835.0,31982,36329.0,26964.0,5883.0,2835.0,5982.0,33329.0,1964.0,11849.0,0
460000,28,1,2,0,0,0,0,-1,0,21333,16560.0,12570.0,19403,10063.0,8628.0,4560.0,2500.0,9456.0,10063.0,0.0,0.0,0
140000,27,2,2,0,0,0,0,0,0,124753,101551.0,93649.0,89574,90413.0,90596.0,3626.0,4324.0,3207.0,4000.0,3500.0,3390.0,0
110000,25,2,2,0,0,0,0,0,0,52059,49709.0,8504.0,7277,7774.0,8261.0,1150.0,1330.0,2500.0,1000.0,1000.0,1000.0,1
320000,28,2,1,0,0,2,0,0,0,320635,313060.0,293055.0,269585,248093.0,239025.0,12500.0,22.0,11155.0,9100.0,8700.0,9183.0,1
80000,29,2,2,0,0,0,0,0,0,70810,72231.0,73953.0,69366,57435.0,39322.0,3200.0,3501.0,2500.0,2000.0,2000.0,1000.0,0
30000,23,2,2,0,0,0,0,0,0,28347,28296.0,25819.0,26409,26401.0,26448.0,2300.0,2390.0,1718.0,1100.0,1000.0,2000.0,0
220000,30,1,2,0,0,0,0,-1,-1,22959,37955.0,25741.0,17875,14639.0,27042.0,20066.0,1318.0,1102.0,14710.0,28087.0,1174.0,0
290000,30,1,2,0,0,0,0,0,-1,288033,260683.0,190012.0,36223,-4724.0,225276.0,10784.0,10295.0,2082.0,4724.0,230000.0,10000.0,0
110000,40,3,1,0,0,0,0,0,0,105055,105886.0,108819.0,79027,80709.0,82406.0,4058.0,4913.0,3000.0,3000.0,3000.0,3100.0,0
50000000,37,1,2,0,0,0,0,0,0,43643,46586.0,48832.0,49568,46939.0,49147.0,4000.0,3000.0,2000.0,2000.0,3000.0,7000.0,0
280000,38,2,1,0,0,0,0,0,0,242864,237821.0,223180.0,237301,201226.0,207802.0,11000.0,11000.0,20000.0,10000.0,10000.0,15000.0,0
170000,41,3,2,0,0,0,0,0,0,76704,50301.0,50896.0,52554,53084.0,54197.0,2405.0,2000.0,2500.0,2000.0,1968.0,2000.0,0
250000,36,2,1,0,0,0,0,0,0,107476,87000.0,48162.0,48803,41207.0,34792.0,5143.0,10025.0,10074.0,10049.0,10076.0,10012.0,0
150000,36,1,2,0,0,0,0,0,0,43544,47751.0,49096.0,49848,52007.0,54161.0,5000.0,5000.0,3000.0,3000.0,3000.0,3500.0,0
50000,53,3,1,0,0,0,0,0,-2,46138,47164.0,47602.0,37280,18678.0,18602.0,2182.0,2400.0,1000.0,18678.0,600.0,500.0,0
140000,27,2,2,0,-1,-1,0,0,0,24048,1999.0,109104.0,110336,67197.0,67910.0,2014.0,110330.0,5012.0,5000.0,3000.0,5000.0,0
150000,27,1,2,0,0,0,0,0,0,149340,152460.0,141196.0,105802,106478.0,107096.0,10000.0,6040.0,5750.0,3000.0,5000.0,35000.0,0
280000,30,2,2,0,0,0,0,0,0,29161,14908.0,237367.0,233819,198890.0,189064.0,1282.0,233836.0,6935.0,5931.0,19157.0,5905.0,0
110000,32,2,2,0,0,0,0,0,0,64651,65920.0,67290.0,68652,69552.0,71008.0,2941.0,3026.0,3076.0,2638.0,2728.0,2742.0,0
280000,31,1,2,0,0,0,0,0,0,148186,150724.0,153762.0,155242,143679.0,145615.0,5000.0,5006.0,4408.0,4117.0,4600.0,4600.0,0
350000,35,3,1,0,0,0,0,0,0,218605,166310.0,166106.0,100151,50340.0,51400.0,6222.0,7174.0,4200.0,2400.0,2400.0,2500.0,0
490000,41,1,1,0,0,0,0,0,0,79712,81707.0,85703.0,87725,88727.0,91483.0,3000.0,5000.0,4000.0,3000.0,4000.0,5000.0,0
70000,39,3,2,0,0,0,0,0,0,18219,19606.0,20980.0,22320,22650.0,23136.0,2000.0,2000.0,2000.0,1000.0,1000.0,2100.0,0
240000,39,2,1,0,0,0,0,0,0,215013,220938.0,213460.0,217816,222214.0,227174.0,9600.0,7800.0,7907.0,8021.0,8610.0,8084.0,0
10000000,28,1,2,0,0,0,0,0,0,12332,12832.0,8564.0,7241,7364.0,7542.0,1296.0,1123.0,1000.0,223.0,1500.0,0.0,0
260000,39,1,1,0,0,0,0,0,0,5992,7000.0,8024.0,9185,9384.0,9426.0,1116.0,1140.0,1301.0,500.0,341.0,343.0,0
50000,26,2,1,0,0,0,0,0,0,41891,33849.0,30220.0,30235,28979.0,23593.0,1781.0,2016.0,1450.0,1314.0,814.0,978.0,0
210000,34,2,1,0,0,0,0,0,0,14724,16465.0,17694.0,18892,20566.0,23226.0,2000.0,1500.0,1500.0,2000.0,3000.0,2000.0,0
60000,32,2,1,0,0,0,0,0,0,59738,59389.0,57656.0,58290,58213.0,57076.0,2700.0,2100.0,2100.0,2200.0,2100.0,3000.0,0
360000,33,1,2,0,0,0,0,0,0,20376,17726.0,18797.0,15816,16112.0,10793.0,1500.0,2016.0,1095.0,1024.0,350.0,1323.0,0
50000000,38,2,1,0,0,0,0,0,0,242546,184601.0,189136.0,172674,20253.0,29576.0,7000.0,8000.0,9000.0,791.0,10000.0,7000.0,0
210000,30,2,2,0,0,0,0,0,0,215842,220042.0,214545.0,215635,163741.0,162253.0,9500.0,9100.0,9900.0,6100.0,6100.0,6300.0,0
140000,40,2,1,0,0,0,0,0,0,98221,97548.0,98457.0,102811,104605.0,106917.0,3600.0,5000.0,6000.0,5000.0,4000.0,10000.0,0
230000,48,2,1,0,0,0,0,0,0,344458,320215.0,298031.0,272103,205797.0,179247.0,11000.0,12500.0,11000.0,7000.0,36700.0,6650.0,0
30000,54,2,1,0,0,0,0,0,-1,33494,32978.0,32415.0,30324,31124.0,25502.0,2506.0,2430.0,1300.0,1000.0,34436.0,950.0,1
50000,51,3,1,0,0,0,0,0,0,22000,20454.0,21899.0,20895,11241.0,-861.0,2000.0,2100.0,2000.0,1000.0,0.0,39500.0,1
80000,51,3,1,0,0,0,0,0,-1,6203,6133.0,4802.0,3086,1726.0,1015.0,1094.0,1075.0,1000.0,35.0,1015.0,390.0,0
250000,28,3,1,0,0,0,0,0,0,149499,119726.0,111690.0,114776,110902.0,114018.0,15000.0,10000.0,10000.0,10000.0,5000.0,5000.0,0
350000,42,2,2,0,0,0,0,0,0,347790,352600.0,299797.0,218973,146326.0,107205.0,13000.0,11000.0,8232.0,7000.0,6000.0,7000.0,1
280000,44,2,1,0,0,0,0,0,0,159967,164197.0,122611.0,119023,113754.0,115029.0,7822.0,4529.0,4238.0,4305.0,4208.0,4003.0,0
390000,28,1,2,0,0,0,0,0,0,18891,19521.0,28868.0,29661,21907.0,8205.0,6000.0,10000.0,2000.0,15000.0,5000.0,2000.0,0
50000,40,2,1,0,0,0,0,0,0,31852,28526.0,60032.0,25443,19600.0,19405.0,1600.0,2018.0,1500.0,1000.0,1500.0,1000.0,1
160000,59,2,2,0,0,0,0,0,0,86249,85764.0,83764.0,75088,69753.0,66574.0,5000.0,4214.0,4014.0,2500.0,3000.0,3000.0,0
340000,53,2,1,0,0,0,0,0,0,342617,346067.0,350031.0,304706,250216.0,253526.0,12604.0,14000.0,11000.0,9000.0,10000.0,30000.0,1
150000,26,2,1,0,0,0,0,2,2,81638,70605.0,70647.0,77659,15525.0,0.0,2481.0,4263.0,8900.0,0.0,0.0,0.0,0
10000000,26,2,1,0,0,0,0,0,0,1962,4911.0,5933.0,6942,7102.0,9966.0,3000.0,1106.0,1115.0,275.0,3000.0,412.0,0
260000,26,1,2,0,0,0,0,0,0,144112,144619.0,142380.0,141746,112938.0,110346.0,5033.0,5046.0,4573.0,4000.0,3800.0,4000.0,0
290000,36,2,2,0,0,0,0,2,0,110695,108583.0,70642.0,71008,65455.0,63421.0,3260.0,5000.0,4706.0,0.0,2007.0,2482.0,0
50000,44,3,1,0,0,0,0,0,0,46363,47356.0,48905.0,49794,8820.0,9000.0,1762.0,2311.0,2200.0,176.0,180.0,9769.0,0
420000,34,2,1,0,0,0,0,-1,-1,49256,48264.0,45983.0,41494,41065.0,40666.0,4000.0,2650.0,1043.0,42000.0,40666.0,48424.0,0
10000000,39,3,1,0,0,0,0,0,0,97944,99580.0,92297.0,184134,70400.0,0.0,4296.0,4068.0,2037.0,1408.0,0.0,0.0,0
310000,29,1,2,0,0,0,0,0,0,29906,14780.0,18261.0,41540,50803.0,59927.0,14750.0,5000.0,24000.0,10000.0,10000.0,30000.0,0
290000,46,3,1,0,0,0,0,0,-1,7874,9236.0,10326.0,11000,11000.0,11417.0,1500.0,1400.0,1000.0,0.0,11417.0,500.0,0
230000,35,1,1,0,0,0,0,0,0,165405,168697.0,172990.0,177963,77076.0,78848.0,6027.0,7000.0,8000.0,3000.0,3000.0,3226.0,0
210000,44,1,1,0,0,0,0,0,0,89519,50144.0,52148.0,50723,43200.0,17556.0,20033.0,10000.0,5012.0,1251.0,2007.0,10125.0,0
240000,40,1,2,0,0,0,0,0,0,338294,79849.0,81563.0,83224,84878.0,86665.0,2857.0,3000.0,3016.0,3033.0,3150.0,4000.0,0
460000,50,2,1,0,0,0,0,0,0,581319,552144.0,523423.0,493548,429966.0,427216.0,19141.0,19141.0,20141.0,14642.0,31549.0,15522.0,1
440000,54,1,1,0,0,0,0,0,0,293717,254498.0,169622.0,169140,152404.0,138447.0,9700.0,6323.0,5700.0,4800.0,4000.0,4500.0,0
40000,60,3,1,0,0,0,0,0,0,14019,15780.0,18519.0,21058,8204.0,9899.0,2000.0,3000.0,3000.0,6000.0,2000.0,2000.0,0
120000,51,1,1,0,0,0,0,0,0,117287,120290.0,116082.0,118405,99081.0,106300.0,6500.0,6000.0,6000.0,4000.0,9000.0,0.0,0
60000,25,1,2,0,0,0,0,0,0,58479,58839.0,53235.0,38533,39639.0,39619.0,3000.0,2018.0,1900.0,2000.0,1500.0,1900.0,0
60000,34,3,1,0,0,0,0,0,0,43293,28305.0,22298.0,22161,18667.0,19381.0,1368.0,1396.0,1287.0,654.0,1000.0,644.0,0
50000,47,2,2,0,0,0,0,-1,0,51129,50378.0,48282.0,0,2068.0,30135.0,2096.0,1000.0,0.0,2068.0,30067.0,1051.0,0
250000,39,3,1,0,0,0,0,0,0,209263,199834.0,200957.0,205454,205710.0,210115.0,7127.0,7335.0,8871.0,8055.0,8426.0,5208.0,0
50000000,34,1,2,0,0,0,0,0,0,494356,488578.0,488166.0,485249,441981.0,424592.0,17438.0,18852.0,16673.0,15244.0,15216.0,16037.0,0
220000,38,1,2,0,0,0,0,0,0,159322,164176.0,167028.0,170480,173818.0,177556.0,7500.0,7000.0,6500.0,6000.0,6000.0,10000.0,0
110000,32,2,2,0,0,2,2,2,2,65299,74565.0,78516.0,79829,81603.0,83206.0,11000.0,5800.0,3200.0,3200.0,3100.0,3000.0,0
380000,42,1,2,0,0,0,2,-1,0,1837,4791.0,6697.0,2700,1218.0,1533.0,3000.0,2000.0,0.0,1218.0,700.0,500.0,0
50000,51,2,1,0,0,0,2,2,6,11583,16051.0,25725.0,25017,34385.0,33248.0,5000.0,10000.0,0.0,10000.0,0.0,10000.0,1
20000,28,4,1,0,0,0,2,0,0,21501,21415.0,21529.0,19542,18547.0,17519.0,1674.0,2200.0,0.0,686.0,705.0,4176.0,0
10000000,49,1,1,0,0,0,2,2,2,63977,64854.0,69258.0,67546,71938.0,73605.0,2500.0,6100.0,0.0,5500.0,3000.0,0.0,1
70000,31,1,2,0,0,0,2,0,0,67270,67807.0,70410.0,68248,47910.0,48820.0,3400.0,4602.0,63.0,1800.0,1731.0,1702.0,0
30000,25,2,2,0,0,0,2,2,2,25664,26693.0,28456.0,29687,30690.0,31093.0,1448.0,2211.0,2000.0,1626.0,1049.0,11.0,0
370000,33,2,2,0,0,0,2,0,0,72322,74758.0,78423.0,81017,81698.0,83562.0,4252.0,5500.0,4500.0,2926.0,3182.0,3043.0,0
70000,25,1,2,0,0,2,2,2,0,37017,39980.0,39063.0,41592,39101.0,40310.0,3900.0,0.0,3500.0,0.0,2000.0,1813.0,1
50000,28,2,1,0,0,0,2,2,2,43648,45919.0,50784.0,43238,30248.0,27447.0,3000.0,6000.0,0.0,3500.0,0.0,1100.0,0
80000,30,1,2,0,0,2,2,2,2,76539,21644.0,17427.0,67659,63815.0,48670.0,3510.0,41.0,65007.0,53.0,3228.0,0.0,0
20000,32,2,1,0,0,0,2,0,0,16354,17776.0,21158.0,20511,20316.0,20474.0,1700.0,4000.0,0.0,800.0,1000.0,800.0,0
30000,57,1,1,0,0,2,3,2,0,23978,26749.0,28085.0,27344,26768.0,27454.0,3478.0,2073.0,0.0,0.0,1129.0,1163.0,1
220000,30,2,1,1,-2,-2,-2,-2,-2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
30000000,33,1,1,1,-2,-2,-2,-2,-2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
240000,29,1,2,1,-2,-2,-2,-2,-2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
30000,23,2,2,1,-1,-1,-2,-2,-1,-1,604.0,0.0,0,0.0,359.0,605.0,0.0,0.0,0.0,359.0,0.0,0
450000,36,2,2,1,-2,-2,-2,-2,-2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
450000,45,1,2,1,-2,-2,-2,-1,-1,0,0.0,0.0,0,4595.0,198.0,0.0,0.0,0.0,4595.0,198.0,5095.0,0
10000000,37,1,2,1,-2,-2,-2,-2,-2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
230000,39,1,1,1,-2,-2,-2,-2,-2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
250000,40,2,1,1,2,2,-2,-2,-1,7067,998.0,0.0,0,0.0,1604.0,4.0,0.0,0.0,0.0,1604.0,0.0,0
150000,39,2,1,1,-2,-2,-2,-2,-2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
370000,40,1,1,1,-2,-2,-2,-2,-2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
230000,47,1,1,1,-2,-2,-2,-2,-2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
130000,38,2,2,1,-2,-2,-2,-1,-1,-470,-470.0,-470.0,-470,47296.0,0.0,0.0,0.0,0.0,47766.0,0.0,0.0,0
50000,34,1,2,1,-2,-2,-2,-2,-2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
170000,31,3,2,1,-2,-2,-2,-1,-1,0,0.0,0.0,0,150.0,167.0,0.0,0.0,0.0,150.0,167.0,2578.0,0
360000,44,1,1,1,-2,-2,-2,-2,-2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50000,26,2,1,1,-2,-2,-2,-2,-2,0,-69777.0,0.0,0,0.0,0.0,0.0,70000.0,0.0,0.0,0.0,0.0,0
170000,35,2,1,1,-2,-2,-2,-2,-2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
230000,37,1,2,1,-2,-2,-2,-1,2,-152,-152.0,-152.0,-152,42668.0,130.0,0.0,0.0,0.0,42820.0,0.0,1000.0,0
260000,30,1,1,1,-2,-2,-2,-2,-2,0,0.0,0.0,0,0.0,36150.0,0.0,0.0,0.0,0.0,36150.0,0.0,0
180000,28,2,2,1,1,-2,-2,-2,-1,23638,-46.0,-46.0,-46,-46.0,1154.0,3000.0,0.0,0.0,0.0,1200.0,44338.0,0
20000000,40,1,1,1,-2,-2,-2,-2,-2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
